location_clean,price_myr,size_sqft,rooms_num,bathrooms_num,carparks_num,property_base,property_subtype,furnishing_clean
Jalan Klang Lama (Old Klang Road),420000.0,1400.0,3,2,1,Condominium,Intermediate,Partly Furnished
City Centre,2600000.0,1614.0,3,2,2,Serviced Residence,Standard,Fully Furnished
Desa ParkCity,1616000.0,1346.0,3,2,2,Condominium,Standard,Fully Furnished
Jalan Kuching,470000.0,1090.0,3,2,1,Condominium,Corner,Fully Furnished
Kepong,388000.0,901.0,3,2,2,Condominium,Intermediate,Unfurnished
Bangsar,1300000.0,1098.0,2,2,0,Serviced Residence,Corner,Partly Furnished
KLCC,1265000.0,872.0,1,1,1,Condominium,Corner,Fully Furnished
Mont Kiara,1210000.0,926.0,3,2,1,Serviced Residence,Corner,Fully Furnished
Dutamas,460000.0,800.0,3,2,1,Condominium,Intermediate,Partly Furnished
Dutamas,480000.0,800.0,3,2,2,Condominium,Intermediate,Partly Furnished
Taman Desa,525000.0,1200.0,3,2,1,Condominium,Standard,Partly Furnished
KLCC,750000.0,915.0,2,1,1,Serviced Residence,Standard,Fully Furnished
Salak Selatan,540000.0,880.0,3,2,2,Serviced Residence,Standard,Partly Furnished
Jalan Ipoh,650000.0,1271.0,5,2,3,Condominium,Standard,Unfurnished
Mont Kiara,630000.0,462.0,0,1,1,Serviced Residence,Standard,Fully Furnished
Mont Kiara,1080000.0,926.0,2,2,1,Serviced Residence,Standard,Fully Furnished
Mont Kiara,600000.0,462.0,0,1,1,Serviced Residence,Standard,Fully Furnished
Mont Kiara,1650000.0,2038.0,4,3,2,Condominium,Standard,Partly Furnished
Dutamas,530000.0,1106.0,3,2,2,Condominium,Intermediate,Unfurnished
Bukit Jalil,640000.0,1100.0,3,2,2,Condominium,Intermediate,Unfurnished
Jalan Klang Lama (Old Klang Road),480000.0,1175.0,3,2,1,Condominium,Intermediate,Fully Furnished
Jalan Klang Lama (Old Klang Road),450000.0,1248.0,2,2,1,Condominium,Standard,Unfurnished
Mont Kiara,1800000.0,2038.0,4,4,0,Condominium,Standard,Partly Furnished
Mont Kiara,1682000.0,2038.0,4,4,0,Condominium,Standard,Partly Furnished
Mont Kiara,1740000.0,2038.0,4,4,2,Condominium,Standard,Partly Furnished
Mont Kiara,1600000.0,1878.0,0,0,0,Condominium,Standard,Partly Furnished
Dutamas,900000.0,997.0,2,2,0,Serviced Residence,Standard,Fully Furnished
Dutamas,670000.0,672.0,1,1,1,Serviced Residence,Standard,Fully Furnished
Sentul,1550000.0,1750.0,4,3,2,Condominium,Standard,Fully Furnished
Sentul,950000.0,1535.0,4,3,2,Condominium,Standard,Fully Furnished
Jalan Klang Lama (Old Klang Road),790000.0,1158.0,3,2,2,Serviced Residence,Corner,Unfurnished
Bangsar,920000.0,689.0,2,1,1,Serviced Residence,Intermediate,Fully Furnished
Jalan Klang Lama (Old Klang Road),680000.0,1164.0,2,2,0,Condominium,Standard,Fully Furnished
City Centre,610000.0,625.0,1,1,0,Serviced Residence,Corner,Fully Furnished
Bukit Jalil,640000.0,1454.0,4,3,0,Condominium,Standard,Partly Furnished
Jalan Klang Lama (Old Klang Road),1053000.0,1691.0,4,4,2,Condominium,Standard,Unfurnished
Jalan Klang Lama (Old Klang Road),550000.0,1191.0,3,2,1,Condominium,Standard,Partly Furnished
KL Sentral,1450000.0,1584.0,2,2,0,Condominium,Standard,Fully Furnished
KLCC,1308000.0,872.0,1,0,0,Condominium,Standard,Fully Furnished
KL Sentral,1620000.0,1532.0,3,2,1,Condominium,Standard,Fully Furnished
KL Sentral,980000.0,811.0,2,1,1,Condominium,Standard,Fully Furnished
Bangsar South,1700000.0,2068.0,4,3,0,Condominium,Standard,Fully Furnished
KL Sentral,960000.0,826.0,2,2,0,Serviced Residence,Standard,Partly Furnished
KL Sentral,1111000.0,1025.0,3,3,0,Serviced Residence,Standard,Partly Furnished
KLCC,1359000.0,925.0,1,1,0,Serviced Residence,Standard,Partly Furnished
KL Sentral,1650000.0,1119.0,1,1,1,Serviced Residence,Standard,Fully Furnished
Bangsar,1400000.0,1076.0,2,2,1,Serviced Residence,Standard,Fully Furnished
KLCC,2200000.0,1624.0,2,2,1,Condominium,Corner,Partly Furnished
Sri Petaling,415000.0,1200.0,3,2,1,Condominium,Standard,Partly Furnished
Wangsa Maju,450000.0,1150.0,3,2,1,Condominium,Intermediate,Partly Furnished
Dutamas,488000.0,1100.0,3,2,1,Condominium,Intermediate,Partly Furnished
Bangsar South,760000.0,823.0,2,2,1,Serviced Residence,Corner,Partly Furnished
Bangsar South,688500.0,1185.0,3,2,2,Serviced Residence,Corner,Partly Furnished
City Centre,580000.0,1319.0,4,3,2,Condominium,Corner,Fully Furnished
Sri Hartamas,600000.0,820.0,2,1,0,Serviced Residence,Standard,Partly Furnished
KLCC,1925100.0,1426.0,3,2,1,Serviced Residence,Duplex,Partly Furnished
Mont Kiara,850000.0,1268.0,3,2,0,Condominium,Standard,Fully Furnished
Kepong,746963.0,1139.0,3,2,2,Condominium,Standard,Partly Furnished
Sentul,486464.0,850.0,3,2,0,Serviced Residence,Intermediate,Unfurnished
Kuchai Lama,853400.0,1150.0,3,2,0,Condominium,Standard,Partly Furnished
Kuchai Lama,1004000.0,1150.0,3,2,0,Condominium,Standard,Partly Furnished
Sentul,552800.0,850.0,3,2,0,Serviced Residence,Intermediate,Unfurnished
Sentul,430000.0,1171.0,4,2,2,Condominium,Intermediate,Partly Furnished
Bangsar South,960000.0,1119.0,3,2,1,Serviced Residence,Corner,Unfurnished
Titiwangsa,550000.0,850.0,3,2,1,Serviced Residence,Intermediate,Unfurnished
KLCC,2400000.0,1087.0,2,2,1,Serviced Residence,Intermediate,Fully Furnished
Bangsar South,1500000.0,2068.0,4,3,2,Condominium,Corner,Fully Furnished
Bangsar South,1200000.0,1485.0,3,2,2,Condominium,Intermediate,Partly Furnished
Jalan Klang Lama (Old Klang Road),390000.0,775.0,1,2,1,Serviced Residence,Duplex,Fully Furnished
Wangsa Maju,858000.0,1259.0,3,2,2,Condominium,Intermediate,Partly Furnished
Mont Kiara,1030000.0,1120.0,2,1,0,Serviced Residence,Standard,Fully Furnished
Bukit Jalil,935000.0,1513.0,5,3,3,Condominium,Corner,Partly Furnished
Jalan Klang Lama (Old Klang Road),700000.0,1440.0,3,3,2,Condominium,Standard,Partly Furnished
Bukit Jalil,370000.0,1222.0,3,2,1,Condominium,Standard,Fully Furnished
Jalan Klang Lama (Old Klang Road),650000.0,1358.0,3,3,2,Condominium,Standard,Partly Furnished
Bukit Bintang,1200000.0,1098.0,2,2,0,Serviced Residence,Intermediate,Fully Furnished
Bukit Bintang,1199000.0,1098.0,2,2,0,Serviced Residence,Intermediate,Fully Furnished
Mont Kiara,850000.0,1235.0,4,3,2,Condominium,Standard,Fully Furnished
Taman Tun Dr Ismail,1350000.0,1816.0,4,3,2,Condominium,Standard,Partly Furnished
KLCC,1450000.0,1650.0,4,3,0,Condominium,Corner,Fully Furnished
Wangsa Maju,780000.0,2562.0,6,4,3,Condominium,Corner,Fully Furnished
Bukit Tunku (Kenny Hills),2300000.0,2368.0,4,5,4,Condominium,Intermediate,Fully Furnished
KLCC,1426000.0,1683.0,3,3,1,Condominium,Intermediate,Fully Furnished
Kuchai Lama,420000.0,970.0,3,2,1,Condominium,Intermediate,Partly Furnished
Cheras,788000.0,1700.0,4,3,2,Condominium,Intermediate,Fully Furnished
Cheras,545000.0,1098.0,3,2,2,Condominium,Intermediate,Fully Furnished
Cheras,710000.0,1393.0,4,2,0,Condominium,Corner,Partly Furnished
Kuchai Lama,585000.0,1450.0,4,2,2,Condominium,Intermediate,Fully Furnished
KLCC,575000.0,411.0,0,1,1,Serviced Residence,Intermediate,Fully Furnished
Ampang Hilir,590000.0,502.0,1,1,1,Serviced Residence,Intermediate,Fully Furnished
Cheras,420000.0,950.0,3,2,0,Condominium,Intermediate,Partly Furnished
Pantai,800000.0,1300.0,4,2,2,Condominium,Intermediate,Partly Furnished
KLCC,550000.0,411.0,0,1,1,Serviced Residence,Intermediate,Fully Furnished
KLCC,993000.0,662.0,2,1,1,Serviced Residence,Intermediate,Partly Furnished
Setapak,900000.0,1800.0,4,4,3,Serviced Residence,Intermediate,Partly Furnished
Taman Desa,1680.0,578.0,1,1,1,Serviced Residence,Intermediate,Fully Furnished
Kepong,428000.0,1150.0,3,2,1,Condominium,Intermediate,Partly Furnished
Dutamas,1450000.0,1920.0,5,4,4,Condominium,Standard,Partly Furnished
City Centre,470000.0,495.0,1,1,0,Serviced Residence,Intermediate,Fully Furnished
Kuchai Lama,560000.0,1120.0,3,2,2,Condominium,Standard,Fully Furnished
Sentul,850000.0,1186.0,3,3,2,Condominium,Intermediate,Unfurnished
Taman Desa,1950.0,715.0,2,2,2,Serviced Residence,Intermediate,Fully Furnished
Kuchai Lama,330000.0,980.0,3,2,1,Condominium,Intermediate,Partly Furnished
Bukit Jalil,728000.0,1404.0,3,2,2,Condominium,Corner,Partly Furnished
Seputeh,750000.0,915.0,2,2,1,Condominium,Standard,Partly Furnished
Seputeh,706000.0,829.0,2,2,1,Condominium,Standard,Partly Furnished
Mont Kiara,1300000.0,1991.0,4,3,2,Condominium,Corner,Fully Furnished
Setapak,370000.0,536.0,0,1,0,Serviced Residence,Corner,Partly Furnished
Segambut,760000.0,1643.0,4,4,0,Condominium,Corner,Partly Furnished
Ampang Hilir,1300000.0,1100.0,3,2,2,Serviced Residence,Standard,Fully Furnished
Ampang,995000.0,1060.0,2,2,2,Serviced Residence,Standard,Fully Furnished
Mont Kiara,600000.0,804.0,1,1,2,Serviced Residence,Intermediate,Fully Furnished
Dutamas,395000.0,646.0,2,1,1,Serviced Residence,Intermediate,Unfurnished
Mont Kiara,960000.0,1362.0,4,3,0,Serviced Residence,Corner,Fully Furnished
Mont Kiara,1120000.0,1650.0,4,3,0,Serviced Residence,Corner,Fully Furnished
Mont Kiara,1420000.0,1661.0,4,3,0,Condominium,Corner,Partly Furnished
Mont Kiara,1440000.0,1200.0,3,2,0,Condominium,Standard,Partly Furnished
Mont Kiara,1700000.0,2201.0,4,3,2,Condominium,Corner,Fully Furnished
Kepong,480000.0,1027.0,3,2,2,Serviced Residence,Standard,Partly Furnished
Taman Tun Dr Ismail,900000.0,1400.0,3,2,0,Condominium,Intermediate,Partly Furnished
Taman Desa,427000.0,938.0,3,2,1,Condominium,Standard,Unfurnished
Cheras,460000.0,1142.0,3,2,1,Condominium,Intermediate,Fully Furnished
Mont Kiara,1300000.0,1550.0,4,3,0,Serviced Residence,Corner,Fully Furnished
Bukit Bintang,800000.0,696.0,1,1,1,Serviced Residence,Intermediate,Partly Furnished
Jalan Klang Lama (Old Klang Road),640000.0,1168.0,3,2,2,Condominium,Intermediate,Partly Furnished
Bukit Jalil,318000.0,775.0,2,1,1,Condominium,Intermediate,Partly Furnished
Cheras,390000.0,926.0,3,2,1,Condominium,Corner,Unfurnished
KLCC,1580000.0,2497.0,5,4,2,Condominium,Corner,Fully Furnished
Bukit Bintang,920000.0,749.0,1,1,0,Serviced Residence,Standard,Fully Furnished
Setapak,485000.0,1313.0,4,2,2,Condominium,Intermediate,Unfurnished
Sri Petaling,650000.0,1279.0,4,3,2,Serviced Residence,Intermediate,Fully Furnished
Bukit Jalil,720000.0,885.0,2,2,1,Serviced Residence,Corner,Partly Furnished
Bukit Jalil,418000.0,1212.0,3,2,1,Condominium,Intermediate,Partly Furnished
Bukit Jalil,720000.0,855.0,2,2,2,Serviced Residence,Corner,Fully Furnished
Bukit Jalil,1150000.0,1930.0,6,4,4,Condominium,Corner,Partly Furnished
Bukit Jalil,1080000.0,1773.0,5,4,4,Condominium,Corner,Partly Furnished
Jalan Klang Lama (Old Klang Road),698000.0,1010.0,3,2,1,Serviced Residence,Standard,Fully Furnished
Bukit Bintang,717000.0,650.0,1,1,0,Serviced Residence,Intermediate,Fully Furnished
Cheras,420000.0,927.0,3,2,1,Condominium,Standard,Partly Furnished
Cheras,380000.0,610.0,1,1,0,Serviced Residence,Standard,Fully Furnished
Cheras,300000.0,903.0,3,2,1,Condominium,Intermediate,Unfurnished
Bukit Jalil,1318000.0,1780.0,4,2,2,Condominium,Intermediate,Partly Furnished
Jalan Klang Lama (Old Klang Road),512500.0,797.0,2,2,1,Serviced Residence,Intermediate,Unfurnished
Jalan Klang Lama (Old Klang Road),550000.0,797.0,2,2,1,Serviced Residence,Intermediate,Unfurnished
Mont Kiara,482230.0,517.0,2,2,1,Serviced Residence,Intermediate,Partly Furnished
Mont Kiara,476420.0,517.0,2,2,1,Serviced Residence,Intermediate,Partly Furnished
Sentul,610000.0,1630.0,3,3,2,Condominium,Corner,Unfurnished
Setapak,580000.0,1150.0,3,2,2,Condominium,Intermediate,Unfurnished
Pantai,740000.0,1019.0,3,2,2,Condominium,Intermediate,Unfurnished
Pantai,1700000.0,2415.0,5,5,0,Condominium,Corner,Unfurnished
Sungai Besi,490000.0,1088.0,3,2,2,Condominium,Standard,Unfurnished
KLCC,750000.0,713.0,2,1,1,Serviced Residence,Standard,Fully Furnished
Bangsar South,2500.0,648.0,2,2,0,Serviced Residence,Standard,Partly Furnished
Sentul,520000.0,1323.0,3,2,1,Condominium,Standard,Partly Furnished
Jalan Klang Lama (Old Klang Road),621800.0,764.0,2,2,1,Condominium,Standard,Partly Furnished
Keramat,850000.0,1700.0,3,2,2,Condominium,Standard,Partly Furnished
Bukit Jalil,950000.0,1170.0,4,2,2,Serviced Residence,Intermediate,Partly Furnished
Setapak,550000.0,1313.0,3,2,1,Condominium,Intermediate,Fully Furnished
Sentul,430000.0,1181.0,4,2,1,Condominium,Intermediate,Fully Furnished
Setapak,500000.0,1270.0,4,2,1,Condominium,Intermediate,Partly Furnished
Taman Desa,320000.0,714.0,3,2,1,Condominium,Intermediate,Unfurnished
Brickfields,325000.0,250.0,0,1,0,Serviced Residence,Standard,Unfurnished
Kepong,588000.0,1162.0,4,2,2,Serviced Residence,Intermediate,Unfurnished
Bandar Menjalara,320000.0,808.0,3,2,10,Serviced Residence,Intermediate,Unfurnished
City Centre,680000.0,1207.0,3,2,0,Condominium,Standard,Fully Furnished
Bukit Jalil,635000.0,1351.0,4,2,2,Condominium,Intermediate,Partly Furnished
Bukit Jalil,680000.0,1351.0,4,2,2,Condominium,Intermediate,Partly Furnished
KL Sentral,1550000.0,1399.0,2,2,1,Serviced Residence,Standard,Fully Furnished
Cheras,298888.0,650.0,2,2,1,Serviced Residence,Intermediate,Unfurnished
Ampang,498000.0,554.0,0,1,0,Serviced Residence,Standard,Partly Furnished
Kuchai Lama,508000.0,1328.0,3,2,2,Condominium,Corner,Partly Furnished
Jalan Klang Lama (Old Klang Road),530000.0,645.0,2,2,1,Serviced Residence,Standard,Unfurnished
Setiawangsa,600000.0,1196.0,3,2,2,Condominium,Intermediate,Partly Furnished
Bukit Bintang,2380000.0,2153.0,5,4,3,Condominium,Standard,Partly Furnished
City Centre,2490000.0,2269.0,4,3,2,Serviced Residence,Corner,Partly Furnished
KL City,1420000.0,1582.0,3,3,2,Serviced Residence,Corner,Fully Furnished
Mont Kiara,860000.0,1561.0,3,2,2,Condominium,Standard,Fully Furnished
Mont Kiara,850000.0,1561.0,3,2,1,Condominium,Standard,Fully Furnished
Setapak,658000.0,1270.0,3,2,2,Serviced Residence,Corner,Partly Furnished
Pantai,740000.0,1019.0,3,2,0,Condominium,Intermediate,Partly Furnished
Pantai,1200000.0,1646.0,5,3,0,Condominium,Corner,Unfurnished
Jalan Klang Lama (Old Klang Road),510000.0,1341.0,4,2,2,Condominium,Standard,Partly Furnished
Jalan Klang Lama (Old Klang Road),538000.0,1341.0,4,2,2,Condominium,Standard,Partly Furnished
Bukit Jalil,465000.0,1205.0,3,2,1,Condominium,Corner,Partly Furnished
Jalan Klang Lama (Old Klang Road),670000.0,1094.0,4,2,2,Serviced Residence,Intermediate,Partly Furnished
Taman Tun Dr Ismail,2700000.0,2426.0,4,5,0,Serviced Residence,Standard,Partly Furnished
Mont Kiara,1500000.0,2002.0,4,3,2,Condominium,Standard,Fully Furnished
Mont Kiara,1200000.0,1973.0,4,3,0,Condominium,Standard,Fully Furnished
Mont Kiara,1450000.0,2163.0,4,4,3,Condominium,Standard,Fully Furnished
Mont Kiara,1400000.0,1733.0,3,2,2,Condominium,Standard,Fully Furnished
Taman Tun Dr Ismail,1495000.0,1442.0,3,3,2,Serviced Residence,Corner,Partly Furnished
Mont Kiara,1000000.0,1448.0,4,3,2,Condominium,Standard,Partly Furnished
Cheras,395000.0,950.0,3,2,1,Serviced Residence,Standard,Fully Furnished
Mont Kiara,1200000.0,2036.0,4,4,2,Condominium,Standard,Fully Furnished
KLCC,2100000.0,1485.0,4,3,1,Serviced Residence,Standard,Partly Furnished
Setapak,599000.0,1012.0,3,2,2,Serviced Residence,Standard,Fully Furnished
KLCC,1166100.0,987.0,2,2,1,Serviced Residence,Intermediate,Partly Furnished
Setapak,776554.0,1447.0,4,3,2,Condominium,Intermediate,Fully Furnished
Jalan Klang Lama (Old Klang Road),450000.0,775.0,1,2,0,Serviced Residence,Intermediate,Fully Furnished
Bukit Bintang,680000.0,550.0,1,1,1,Serviced Residence,Corner,Fully Furnished
Jalan Klang Lama (Old Klang Road),2200.0,967.0,3,2,0,Serviced Residence,Standard,Partly Furnished
KLCC,760000.0,915.0,2,1,1,Serviced Residence,Intermediate,Fully Furnished
KL City,1700080.0,1076.0,2,1,0,Serviced Residence,Standard,Fully Furnished
Bangsar,1550000.0,2095.0,4,2,2,Condominium,Corner,Partly Furnished
KLCC,1100000.0,635.0,1,1,1,Serviced Residence,Standard,Partly Furnished
Mont Kiara,1430000.0,1789.0,3,2,2,Condominium,Intermediate,Partly Furnished
Dutamas,1070000.0,1148.0,2,2,1,Serviced Residence,Standard,Fully Furnished
KLCC,1150000.0,1313.0,4,3,2,Serviced Residence,Intermediate,Unfurnished
City Centre,1000000.0,1423.0,3,3,2,Condominium,Corner,Fully Furnished
Cheras,1050000.0,850.0,2,2,1,Serviced Residence,Intermediate,Partly Furnished
Mont Kiara,650000.0,1000.0,3,2,2,Condominium,Intermediate,Unfurnished
Sungai Besi,520000.0,1074.0,3,2,2,Condominium,Intermediate,Partly Furnished
Sungai Besi,499000.0,850.0,3,2,2,Serviced Residence,Intermediate,Fully Furnished
Cheras,300000.0,903.0,3,2,1,Condominium,Standard,Fully Furnished
Cheras,370000.0,950.0,3,2,1,Condominium,Intermediate,Fully Furnished
KLCC,500000.0,495.0,1,1,0,Serviced Residence,Intermediate,Fully Furnished
Taman Desa,1500000.0,1784.0,4,3,2,Condominium,Intermediate,Partly Furnished
KLCC,575000.0,576.0,1,1,1,Serviced Residence,Intermediate,Fully Furnished
Kuchai Lama,930000.0,1948.0,4,3,2,Condominium,Corner,Fully Furnished
Kuchai Lama,398000.0,1023.0,3,2,1,Condominium,Corner,Partly Furnished
Cheras,450000.0,1164.0,3,2,1,Condominium,Intermediate,Partly Furnished
Wangsa Maju,420000.0,880.0,3,2,2,Serviced Residence,Intermediate,Partly Furnished
Bukit Jalil,930000.0,1170.0,0,2,2,Serviced Residence,Standard,Partly Furnished
Brickfields,530000.0,468.0,0,1,0,Serviced Residence,Standard,Fully Furnished
Cheras,360000.0,903.0,4,2,1,Condominium,Intermediate,Partly Furnished
Desa Pandan,1080000.0,1412.0,2,2,2,Serviced Residence,Standard,Fully Furnished
Desa Pandan,1250000.0,1410.0,2,2,2,Serviced Residence,Standard,Fully Furnished
Bangsar South,1630000.0,2063.0,4,3,2,Condominium,Standard,Fully Furnished
Mont Kiara,1795000.0,1496.0,4,4,2,Condominium,Standard,Unfurnished
Mont Kiara,1440000.0,1200.0,3,2,2,Condominium,Standard,Unfurnished
Dutamas,1250000.0,1831.0,5,5,2,Condominium,Standard,Fully Furnished
Mont Kiara,6500.0,1909.0,4,3,2,Condominium,Standard,Fully Furnished
Mont Kiara,1559000.0,1878.0,4,4,2,Condominium,Standard,Unfurnished
Mont Kiara,1800000.0,2038.0,4,4,0,Condominium,Standard,Unfurnished
Mont Kiara,1580000.0,1876.0,4,3,0,Condominium,Standard,Fully Furnished
Dutamas,940000.0,1719.0,3,3,2,Condominium,Standard,Partly Furnished
Bangsar,1628000.0,1859.0,4,4,2,Condominium,Standard,Fully Furnished
Dutamas,750000.0,1356.0,3,2,0,Condominium,Standard,Partly Furnished
Mont Kiara,1800000.0,2038.0,4,4,2,Condominium,Corner,Partly Furnished
KL Eco City,1100000.0,785.0,0,1,1,Condominium,Standard,Partly Furnished
Dutamas,503000.0,1326.0,3,2,1,Condominium,Intermediate,Partly Furnished
KLCC,2100000.0,2098.0,4,4,1,Serviced Residence,Standard,Partly Furnished
Mont Kiara,780000.0,1292.0,3,2,2,Condominium,Standard,Fully Furnished
Ampang,1900000.0,1900.0,4,4,1,Condominium,Standard,Fully Furnished
Sentul,1150000.0,1381.0,4,4,1,Condominium,Standard,Partly Furnished
Mont Kiara,1980000.0,2535.0,4,3,0,Condominium,Standard,Fully Furnished
Mont Kiara,930000.0,1370.0,4,3,2,Condominium,Standard,Partly Furnished
Cheras,708000.0,1111.0,3,2,2,Serviced Residence,Corner,Partly Furnished
Bangsar South,1425000.0,1302.0,3,3,2,Serviced Residence,Corner,Partly Furnished
Kuchai Lama,1237000.0,1894.0,5,4,4,Condominium,Corner,Partly Furnished
Bukit Jalil,670000.0,1302.0,3,2,0,Condominium,Standard,Partly Furnished
Bukit Jalil,690000.0,1325.0,3,2,2,Condominium,Standard,Partly Furnished
Cheras,1000000.0,883.0,2,2,1,Serviced Residence,Intermediate,Partly Furnished
Desa Petaling,450000.0,1144.0,3,2,1,Condominium,Standard,Partly Furnished
Mont Kiara,915000.0,2035.0,4,4,0,Condominium,Standard,Partly Furnished
Mid Valley City,1700000.0,1905.0,4,4,1,Condominium,Corner,Fully Furnished
Mid Valley City,2000000.0,1905.0,4,4,1,Condominium,Corner,Fully Furnished
Cheras,317000.0,810.0,3,2,1,Condominium,Standard,Partly Furnished
Cheras,430000.0,820.0,3,2,0,Condominium,Intermediate,Fully Furnished
Cheras,430000.0,926.0,3,2,1,Condominium,Standard,Fully Furnished
Wangsa Maju,400000.0,700.0,2,2,1,Serviced Residence,Standard,Partly Furnished
Cheras,670000.0,1315.0,4,2,2,Condominium,Corner,Partly Furnished
Taman Tun Dr Ismail,950000.0,1102.0,3,2,1,Serviced Residence,Corner,Partly Furnished
Taman Tun Dr Ismail,930000.0,1102.0,3,2,2,Serviced Residence,Corner,Partly Furnished
Bangsar South,520000.0,507.0,0,1,1,Serviced Residence,Intermediate,Fully Furnished
Bangsar South,500000.0,514.0,0,1,1,Serviced Residence,Intermediate,Fully Furnished
Bukit Jalil,295000.0,775.0,2,1,1,Condominium,Intermediate,Unfurnished
Damansara Heights,950000.0,1295.0,3,3,2,Condominium,Standard,Partly Furnished
Cheras,474600.0,840.0,2,2,2,Condominium,Intermediate,Unfurnished
Mont Kiara,880000.0,913.0,2,2,1,Serviced Residence,Standard,Fully Furnished
Mont Kiara,970000.0,1280.0,3,2,0,Condominium,Standard,Fully Furnished
Mont Kiara,1380000.0,1722.0,4,4,2,Condominium,Standard,Partly Furnished
Mont Kiara,900000.0,1600.0,3,2,2,Condominium,Standard,Fully Furnished
Segambut,520000.0,1205.0,3,2,1,Condominium,Corner,Fully Furnished
Setapak,750000.0,1800.0,4,2,2,Condominium,Corner,Partly Furnished
Bangsar South,1630000.0,2068.0,0,0,0,Condominium,Standard,Partly Furnished
Bukit Bintang,2680000.0,2111.0,4,4,2,Condominium,Standard,Fully Furnished
Bukit Jalil,450000.0,1227.0,3,2,1,Condominium,Intermediate,Unfurnished
Wangsa Maju,669000.0,1580.0,3,2,2,Condominium,Corner,Unfurnished
KLCC,1400000.0,722.0,1,1,1,Serviced Residence,Corner,Fully Furnished
KLCC,999000.0,1182.0,3,2,1,Condominium,Standard,Fully Furnished
KLCC,1251000.0,910.0,2,1,1,Serviced Residence,Intermediate,Fully Furnished
KLCC,1223000.0,880.0,2,1,1,Serviced Residence,Intermediate,Fully Furnished
KLCC,550000.0,586.0,0,1,1,Serviced Residence,Standard,Fully Furnished
Setapak,620000.0,1500.0,3,2,1,Condominium,Corner,Unfurnished
Dutamas,499000.0,1100.0,3,2,2,Condominium,Intermediate,Partly Furnished
Wangsa Maju,403600.0,770.0,3,2,1,Serviced Residence,Intermediate,Partly Furnished
Setapak,430000.0,1066.0,3,2,1,Condominium,Intermediate,Partly Furnished
Setapak,330000.0,618.0,1,1,1,Serviced Residence,Intermediate,Partly Furnished
Setapak,570000.0,1362.0,4,3,2,Condominium,Intermediate,Partly Furnished
Setapak,650000.0,1362.0,4,3,2,Condominium,Intermediate,Partly Furnished
Setapak,670000.0,2421.0,4,3,2,Serviced Residence,Corner,Partly Furnished
Setapak,570000.0,1550.0,4,2,3,Condominium,Intermediate,Partly Furnished
Setapak,325000.0,660.0,1,1,0,Serviced Residence,Corner,Partly Furnished
Setapak,480000.0,1018.0,3,2,0,Serviced Residence,Intermediate,Partly Furnished
Setapak,550000.0,1280.0,3,2,0,Condominium,Intermediate,Partly Furnished
Setapak,380000.0,957.0,3,2,0,Condominium,Intermediate,Partly Furnished
Setapak,510000.0,1450.0,4,2,1,Condominium,Intermediate,Partly Furnished
Setapak,638000.0,1362.0,4,3,2,Condominium,Intermediate,Partly Furnished
Setapak,450000.0,1335.0,4,3,1,Condominium,Intermediate,Partly Furnished
Setapak,410000.0,1272.0,4,2,0,Condominium,Intermediate,Partly Furnished
Setapak,770000.0,1447.0,5,4,2,Condominium,Intermediate,Fully Furnished
Setapak,230000.0,850.0,3,2,1,Condominium,Intermediate,Unfurnished
Setapak,600000.0,1207.0,3,2,0,Serviced Residence,Intermediate,Partly Furnished
Setapak,580000.0,1430.0,3,2,2,Condominium,Intermediate,Partly Furnished
Setiawangsa,520000.0,1200.0,3,2,0,Condominium,Standard,Partly Furnished
Setapak,400000.0,1272.0,4,2,1,Condominium,Intermediate,Partly Furnished
Setapak,410000.0,860.0,2,2,1,Condominium,Intermediate,Partly Furnished
Wangsa Maju,830000.0,1784.0,4,2,0,Condominium,Corner,Partly Furnished
Setapak,600000.0,1339.0,4,2,0,Serviced Residence,Intermediate,Fully Furnished
Wangsa Maju,300000.0,872.0,0,1,1,Condominium,Standard,Fully Furnished
Taman Melawati,500000.0,1007.0,3,2,0,Serviced Residence,Intermediate,Unfurnished
Wangsa Maju,550000.0,1088.0,2,2,0,Condominium,Corner,Partly Furnished
City Centre,720000.0,1302.0,3,2,0,Condominium,Standard,Unfurnished
Jalan Klang Lama (Old Klang Road),670000.0,1000.0,3,2,2,Condominium,Intermediate,Partly Furnished
Sungai Besi,946400.0,1449.0,4,4,3,Condominium,Corner,Unfurnished
Bukit Bintang,820000.0,775.0,2,1,0,Serviced Residence,Standard,Fully Furnished
Kuchai Lama,610000.0,1313.0,3,2,2,Condominium,Intermediate,Partly Furnished
Brickfields,500000.0,486.0,2,2,1,Serviced Residence,Standard,Fully Furnished
Brickfields,280000.0,250.0,1,1,0,Serviced Residence,Standard,Fully Furnished
Mont Kiara,795000.0,1248.0,3,2,0,Serviced Residence,Standard,Fully Furnished
Mont Kiara,850000.0,1428.0,4,2,1,Serviced Residence,Standard,Fully Furnished
Mont Kiara,1732300.0,2038.0,4,4,2,Condominium,Standard,Partly Furnished
Mont Kiara,1250000.0,1848.0,4,3,2,Condominium,Standard,Fully Furnished
Mont Kiara,2400000.0,2498.0,4,5,0,Condominium,Standard,Partly Furnished
Mont Kiara,1300000.0,1897.0,4,3,0,Condominium,Standard,Fully Furnished
Wangsa Maju,800000.0,2562.0,6,4,2,Condominium,Standard,Unfurnished
Mont Kiara,700000.0,1259.0,3,2,1,Condominium,Standard,Fully Furnished
